t	v
80.9	-59.9512
81	-59.9512
81.1	-59.9512
81.2	-59.9512
81.3	-59.9512
81.4	-59.9512
81.5	-59.9512
81.6	-59.9512
81.7	-59.9512
81.8	-59.9512
81.9	-59.9512
82	-59.9512
82.1	-59.9512
82.2	-59.9512
82.3	-59.9512
82.4	-59.9512
82.5	-59.9512
82.6	-59.9512
82.7	-59.9512
82.8	-59.9512
82.9	-59.9512
83	-59.9512
83.1	-59.9512
83.2	-59.9512
83.3	-59.9512
83.4	-59.9512
83.5	-59.9512
83.6	-59.9512
83.7	-59.9512
83.8	-59.9512
83.9	-59.9512
84	-59.9512
84.1	-59.9512
84.2	-59.9512
84.3	-59.9512
84.4	-59.9512
84.5	-59.9512
84.6	-59.9512
84.7	-59.9512
84.8	-59.9512
84.9	-59.9512
85	-59.9512
85.1	-59.9512
85.2	-59.9512
85.3	-59.9512
85.4	-59.9512
85.5	-59.9512
85.6	-59.9512
85.7	-59.9512
85.8	-59.9512
85.9	-59.9512
86	-59.9512
86.1	-59.9512
86.2	-59.9512
86.3	-59.9512
86.4	-59.9512
86.5	-59.9512
86.6	-59.9512
86.7	-59.9512
86.8	-59.9512
86.9	-59.9512
87	-59.9512
87.1	-59.9512
87.2	-59.9512
87.3	-59.9512
87.4	-59.9512
87.5	-59.9512
87.6	-59.9512
87.7	-59.9512
87.8	-59.9512
87.9	-59.9512
88	-59.9512
88.1	-59.9512
88.2	-59.9512
88.3	-59.9512
88.4	-59.9512
88.5	-59.9512
88.6	-59.9512
88.7	-59.9512
88.8	-59.9512
88.9	-59.9512
89	-59.9512
89.1	-59.9512
89.2	-59.9512
89.3	-59.9512
89.4	-59.9512
89.5	-59.9512
89.6	-59.9512
89.7	-59.9512
89.8	-59.9512
89.9	-59.9512
90	-59.9512
90.1	-59.9512
90.2	-59.9512
90.3	-59.9512
90.4	-59.9512
90.5	-59.9512
90.6	-59.9512
90.7	-59.9512
90.8	-59.9512
90.9	-59.9512
91	-59.9512
91.1	-59.9512
91.2	-59.9512
91.3	-59.9512
91.4	-59.9512
91.5	-59.9512
91.6	-59.9512
91.7	-59.9512
91.8	-59.9512
91.9	-59.9512
92	-59.9512
92.1	-59.9512
92.2	-59.9512
92.3	-59.9512
92.4	-59.9512
92.5	-59.9512
92.6	-59.9512
92.7	-59.9512
92.8	-59.9512
92.9	-59.9512
93	-59.9512
93.1	-59.9512
93.2	-59.9512
93.3	-59.9512
93.4	-59.9512
93.5	-59.9512
93.6	-59.9512
93.7	-59.9512
93.8	-59.9512
93.9	-59.9512
94	-59.9512
94.1	-59.9512
94.2	-59.9512
94.3	-59.9512
94.4	-59.9512
94.5	-59.9512
94.6	-59.9512
94.7	-59.9512
94.8	-59.9512
94.9	-59.9512
95	-59.9512
95.1	-59.9512
95.2	-59.9512
95.3	-59.9512
95.4	-59.9512
95.5	-59.9512
95.6	-59.9512
95.7	-59.9512
95.8	-59.9512
95.9	-59.9512
96	-59.9512
96.1	-59.9512
96.2	-59.9512
96.3	-59.9512
96.4	-59.9512
96.5	-59.9512
96.6	-59.9512
96.7	-59.9512
96.8	-59.9512
96.9	-59.9512
97	-59.9512
97.1	-59.9512
97.2	-59.9512
97.3	-59.9512
97.4	-59.9512
97.5	-59.9512
97.6	-59.9512
97.7	-59.9512
97.8	-59.9512
97.9	-59.9512
98	-59.9512
98.1	-59.9512
98.2	-59.9512
98.3	-59.9512
98.4	-59.9512
98.5	-59.9512
98.6	-59.9512
98.7	-59.9512
98.8	-59.9512
98.9	-59.9512
99	-59.9512
99.1	-59.9512
99.2	-59.9512
99.3	-59.9512
99.4	-59.9512
99.5	-59.9512
99.6	-59.9512
99.7	-59.9512
99.8	-59.9512
99.9	-59.9512
